txt	result
"지켜봐야 하냐 아닌 냐 최근 친하기 시작 () 이성 동료 있는데 대화 코드 나쁘지 않아 톡 하루 종일 하는데 , 톡 이건 친한 사이 하는 그런 내용 이야 썸 같은 티키타카 안 돼 그런 썸 느낌 같은 던져 보는데 그런 반응 있을 있고 아닐 있어서 느낌 은 서로 호감 인 맞는 같은데 착각 이냐 친하게만 지내면 되는 건지 아님 신중 하기 위해 지켜보자는 포지션 이냐"	0
언니 누나 질문 ~ 요즘 대외 활동 할 기회 많아서 새로운 모임 많이 나가게 됐어 남중 남고 공대 나와서 눈치 라곤 1 없어서 자꾸 눈 마주치는 여성 분 분 계신데 시그널 일까 여자 보통 호감 있는 이성 보내는 은근 시그널 있어	0
회사 선배 맨날 못 생겼다고 놀려 연애 못 한다고도 놀리고 호감 있는데 부끄러워서 그런  초등학생 남자 애도 아니고	0
보통 여자 분들 소개팅 맘 없어도 카톡 계속 하나요 소개팅 분 딱히 한테 호감 없어 보 여서 대충 끊고 톡 나가는데 계속 톡 오네요 그렇다고 보자는 말 딱히 안하 현재 두 번 봤습니다 번 만나겠냐고 연락 했는데 스케줄 보고 연락 준다는데 이해 안 되네 주말 상황 보고 말 해주겠다는데 말 대로 이해 하면 될까 아님 거절 뜻 일까	1
주말 카톡 온 여자 후배 아까 8시 쯤 왔거든 상식 호감 굳이 주말 저런 카톡 안 보낼 같은데 무조건 호감 맞을까 앞뒤 아무 없이 대뜸 소리 했다니까 본 가가 엄마 여행 다녀왔다고	1
"두 달 전 친구 소개 술자리 친구 알 친구 둘이서 친구 이어주려고 계속 옆 바람 넣음 두 번 봤지만 안 읽 씹 당함 분위기 좋다 생각 했는데 착각 이었나 봄 그러고 두 달이 지난 며칠 전 친구 한테 스토리 보고 한테 디엠 옴 영화 재밌냐고 이런저런 얘기 하다가 먼저 담 술 먹자고 하길래 알겠다고 그러다가 주 어찌어찌 친구 명 껴서 보게 되었음 이서 보는데 대화 통 생각 보다 재밌길래 친구 로서 괜찮겠다 싶어서 편하게 술자리 가짐 그러다 친구 취기 오르고 1 차 갔는데 대화 통 한테 이상형 냐 물어보기도 연락 하는 사람 없냐고 두 달 전 볼 연애 싶은 맘 없었는데 요즘 은 연애 싶다고 그랬음 슬쩍슬쩍 허벅지 터치 어깨 건 얼떨결 손잡 기도 뗐지만 근데 친구 갑자기 접점 없는데 한테 연락 와서 술 먹자고 건지 궁금했는데 먹었던 친구 5년 만에 한테 연락 와서 여자친구 헤어졌는데 새벽 나와서 이야기 들어줄 수 있느냐 해서 1시간 들어줬단 말 이야 근데 친구 여자 한테 말 했나 나올 줄 몰랐는데 되게 이야기 들어주고 고마웠다고 그것 때문 다시 보게 됐나 암튼 1 차 끝나고 걔 데려다주면서 산책 40분 이야기 오해 풀 서로 맞는 같다고도 서로 말 지금 이후 계속 연락 통화 엊그제 어제 4시간 씩하고 낼 모레 영화 보고 밥 먹기 했는데 면 그린 라이트 맞나 참고 성인 되고 연애 1 번 해봄 ,,"	0
옆 부서 여직원 난초 + 남초 직장 아침 매일 커피 마시고 점심 저녁 단둘 안 어색하게 밥 먹음 매일 하루 종일 메신저 ( 사람 하고도 ) 퇴근 저녁 전화하면 통화 ( 일주일 한두 번 쪽 먼저 온 적은 없음 ) 직장 동료 가능한	0
며칠 전 에도 올렸는데 남자 상대 여자 상대 동료 보고 친해지고 싶다 얘기 했고 테 그런 얘길 사적 인 카톡 며칠 째 아침 새벽 대화 이어 나가고 씹을만한 따분한 대 화일 수도 있는데 답 빨리 꼬박 오고 여행 얘기 사진 보내는데 중 상대방 사진 은 보내는 건지 모르겠어요 아무리 생각 해도 이건 친해지고 싶다는 넘은 그린 라이트 없다곤 못 하겠는데	1
친하게 지내는 대학 선후배 이임 짝사랑 중임 날 선후배 간 생선회 먹으러 갈 자리 생겼음 날 못 먹는 편이 생선회 그날 처음 먹어 봄 선배 옆 자리 앉았는데 아무 말 없이 김이랑 무순 해서 생선회 점 싸서 앞 접시 올려주고는 이렇게 먹어야 맛있어 그린 라이트 희망사항	0
전 남자 삼프터 여자 보이는 그린 라이트 신호 있을까요 보인다면 사프 터 랄 지금 은 매일 카톡 주고받긴 ( 대화 안 끊기지만 선독 은 ) 계속 상대 분 하자 어디가 먹자 찾아오셔서 편하긴 확신 할 수 있는 포인트 있을까요	1
여자애 한테 생겼다는 이야길 들었는데 직접 들은 건 아니고 걔 친구 한테 말 전해 들은 오빠 생겼더라 이렇게 근데 여자애 인정 하는 에야 그린 라이트 켜 두 대 _ 말 칭찬 마자	0
"재무 팀 1년 차 사원 , 전표 틀린 있으면 수정 해오라고 있어 팀 대리 한테 수정 가져다줄 마다 텀블러 어디서 샀어요 휴가 히 히 했죠 고쳤죠 이러고 맨날 메신저 시시콜콜한 본인 얘기 하는데 친해지면 전표 알아서 고쳐줄 생각 해서 그러는 거지"	0
"타지 생활 중이 라 할 없어서 춤 배우는 중 , 4 개월 결석 한번 없이 풀 출석 거든 근데 선생님 출석 부를 , 성실하다고 안 나오시면 걱정 될 같다고 하는데 고백 혼내줘야 하는"	0
소개팅 끝나고 선독 애프터 먼저 하자 했고 만났는데 아직 어색했고 대화 티키타카 솔직히 되진 않음 애프터 4시간 대화 말 놓 자고 싶었는데 남은 애매하고 어차피 마지막 수 있는데 말 놓자 하는 오빠 싶어서 안 있었거든 근데 상대 전화번호 알려줄 수 있냐는 ( 소개 카톡 아이디 받음 ) 전번 교환 나도 말 놓으라 했어 떠들고 헤어졌고 이후 론 카톡 은 계속 하는 중 삼프터 요청 은 상대 이직 해서 재고 있는데 ( 회사 멀어 ) 담 가보자 긴 있는데 괜찮은	1
"관심 있는 사람 한테 버킷리스트 물어보면서 할 수 있는 하자 하는데 , 그린 라이트"	1
"독립 해서 맨날 편의점 도시락 , 버거킹 , 콘 푸 로스트 먹거든 여직원 알 밥 은 있어요 밑반찬 드려요 오해 마시고 자취 하는 친구 반찬 챙겨주는 좋아해요 러더 솔직히 오해 마시고 하긴 했지만 호감 있나 싶었음"	0
"1 "" 언니 싫어 오빠 ( 본인 ) 한테 대하 같아 "" 있는 독방 순간 말 없길래 이유 물어봤더니 하는 말 1 "" 원래 차 노래 안 불러 "" 운전 있을 조 수석 약 3시간 노래 불러줘서 덕분 지루하지 않게 왔어 감사 인사 했더니 하는 말 원래 호감 있는 친구 긴 말 들으니 관심 엄청 생기네요"	1
"같은 부서 동료 취미 , 관심사 비슷해서 점심시간 대화 많이 나누다가 친해졌습니다 그러다 날 분 토요일 사러 가자고 하는 예요 당시 주말 할 없어서 수락 , 토요일 만났습니다 살 사고 , 시내 돌아다니면서 오락실 가서 게임 저녁 얻어먹었습니다 저녁 먹고 소화 시 킬 겸 산책 1시간 헤어졌습니다 저번 주 토요일 밥 먹고 오락실 헤어지고 별다른 없었습니다 분 영화 티켓 연도 써야 하는데 , 보러 가자고 하네요 호감 은 있어서 오케이 했는데 그린 라이트 ( 전 )"	1
회사 배임 보다 9 살 어림 집 거리 50분 주말 있으시냐고 영화 티켓 많이 있는데 코로나 때문 못 써서 달 써야 해서 되시면 보자고 난 사내연애 생각 없는 상황 그린 라이트 맞는다면 거절 영화 안 볼 예정 여자 라면 관심 없는 회사 남자 한테 안 저럴	1
평소 보고 요리 부지런하다고 칭찬 많이 남자 분 이상형 현명하고 부지런한 사람 요리 하는 사람 이라고 해서 당황 며칠 째 끊기지 않는 톡 그린 라이트	1
"출장 갔다 호텔 아침 조식 먹는데 여자 분 명 다가와서 “ , 어제 비행기 타셨죠 ” 물었음 알 보니 탔던 비행기 승무원 같은 호텔 묵었더라 씻지도 않고 내려와 처 묵거리 느 라 꼬락서니 말 아니어서 말았는데 그린 라이트 였을까"	0
1 뮤지컬 보러 감 1 계단 내려올 어깨 손 올림 3 카페 음료 먹던 빨대 빨 먹기 4 운전 하는데 허벅지 안쪽 터치 5 운전 해서 온 뻔히 아는데 술 먹자 하기 데이트 이랬는데 그린 라이트	1
"동호회 1 달 넘게 얼굴 보고 알던 사이 1 토요일 동호회 회원 갑자기 못 나와서 단둘 카페 있게 됐는데 8시간 있었음 3 축적 데이터 미루어 보건 대 미묘한 스킨십 ( 침 ) 머리 묶는 행동 , 바라보는 눈빛 예사롭지 않았음 4 동호회 회원 중 의지 할 사람 필요하다는 말 , 주 에도 나올 라는 멘트 이런데요 그린 라이트 맞는가요 편한 사람 한테 하는 행동 같기도 헷갈리긴 하네요 생일 핑계 삼아 손편지 립밤 선물 주 려고 하는데 어떨까"	0
같은 팀 여직원 종종 퇴근 선독 오거 든 근데 물어보는 아니고 업무 얘기 아니고 갑자기 뜬금없이 연락 와서 시시콜콜한 얘기 하다가 말더 사이 회사 밖 따로 연락 할 친한 사이 아닌데 굳이 얘기 하려고 카톡 라는 생각 들어 그렇다고 따로 약속 잡거나 하지는 않는데 관심 있어서 이러는	0
옛날 사진 보여주면서 지금 머리 이쁘냐 이전 머리 이쁘냐 여행 갔던 사진 보여주면서 일상 공유 새로 취미 준비 있는데 하자 그린 라이트 아니어도 옐로 라이트 맞나요 남자	0
소개 해녀 방금 집 도착 해서 씻고 얼른 누우 했는데 알겠다 씻고 오겠데 난 자고 있을 같다고 하니 시 같냐는 30분 같다고 하니 날 재우고 씻고 오겠데 귀여워 김칫국	1
"저번 주 처음 만났었는데 , 밥 먹고 카페 가서 5시간 있었어 말 나름 통 하는 같아 카톡 사이 먼저 여성 분 말 놓 자고 했고 , 현재 매일 서로 일상 공유 하며 카톡 있는 상황 이야 한번 밖에 안 만났는데 왠지 여자친구 카톡 하는 느낌 이라고 할까 그린 라이트  주 주말 다시 만나기로 했는데 , 서로 괜찮다고 하면 1 번째 만에 고백 하는 건 빠르려나"	1
"옆집 예쁜 여성 분 사셔요 나이 이십 대 중후 반 보이 처음 봤을 이사 오기 했다고 생각 드는 외모 였어요 출근시간 겹 쳐서 그런지 오다 가다 눈 자주 마주치고요 통성명 안 해서 속 으로만 예쁘다 생각 모르는 지낸 6 개월 쯤 이었나 그러다 술 왕창 마시고 들어가다가 분 마주쳤는데 미쳤는지 용기 내서 처음 말 걸었어요 "" 쪽 미인 이신 "" "" 아침 마다 자주 보는데 모르는 하기 힘들다 "" "" 아침 볼 인사 번만 해주면 평생 감사하는 마음 살겠다 "" 저런 식 개 소리 집 들어갔는데요 다시는 술 안 마셔야겠다 싶은 심정 이었죠 날 아침 이었던가 누가 문 똑똑하더라고요 지 싶어 보는데 분 이었어요 숙취 해소 음료 들고 있더라고요 인사 하러 왔다고 평소 자주 보는데 모른 미안했다고 하더군요 감동 이었습니다 여자 운명 이구나 싶더군요 이후 아침 볼 이런저런 얘기 남자친구 있냐고도 물어보고 없다고 하더라고요 그러다가 어제 주말 되냐고 밥 한번 사주고 싶다고 대시 했는데요 오늘 밥 술 먹고 왔어요 사실 자랑 이었어요 ~~ 조만간 여자친구 생길 같아요 ~~"	1
편의 체 씁니다 최근 추로 만난 관심 가는 남자 있음 말 슬쩍슬쩍 터치 먹던 와인 맛봐도 되냐고 물어보고 그러더니 전 대놓고 팔뚝 움켜쥠 걔 생일 파티 였는데 파티원 남자 3 명 가리키면서 1 번 1 번 3 번 중 스타일 좋냐고 물어봄 나중 얘기 하겠다고 그랬는데 에에 에에 이러길래 말 버림 보기 없다고 보기 중 고르라고 으음 이러고 뜸 들였더니 어깨동무 하는 동작 반대쪽 팔뚝 치면 “ ” 이럼 근데 날 카톡 답장 느림 1-1시간 간격 원래 생일 파티 전 5분 칼 답 이었는데 카톡 확인 해보니 지금 선톡 했었네 선톡 면 쉬워 보일까	0
"저번 주 일요일 소개팅 분위기 나쁘지 않은 같았음 주 일요일 보자고 만나는 도중 물어봐서 사인 받음 그러다가 뭔가 텐션 낮아지는 느낌 받아서 낼 볼래요 물으니 "" 저녁 먹어요 "" 답변 받음 어디서 볼까 물으니 여성 분 울 회사 쪽 온다는 보 지하철 로만 30분 넘는데 관심 있는"	1
"난 만나면서 김칫국 가급적 안 끓이려고 하는데 문득 그린 라이트 내지 우연 동정 일까 궁금 동갑 내기 동료 여직원 타부 업무 적 종종 엮 여서 될 가끔 점심 밖 본적 없음 회사 메신저 로는 업무 + 잡담 종종 길게 하며 이런저런 얘기 가끔 , 가끔 카톡 요즘 때문 외부 많이 돌다 보니 몸살 기운 있는 상태 점심 하게 됐음 참고 코로나 아니야 점심밥 먹다 목도 잠기 기침 하는 보더 몸 관리 이렇게 못 하냐며 밥 먹고 약국 가자며 데리 가선 약 사서 주더 먹으라며 챙겨 주더 보고 땡땡 시 손 많이 간다 며 자꾸 챙겨줘야 할 같다고 러더 챙겨줘서 고맙네 하며 돌아섰는데 전 친구 놈 이런저런 얘길 얘길 했더니 해봐라 하는 냐 놀리고 난리 났지 암튼 내용 은 1 불쌍해서 동 정심 챙겨 줌 1 여직원 착한고 자상한 거임 3 그린 라이트 내지 최소한 호감 은 있음"	1
"어제 러닝 모임 나갔다가 분 노쇼 해서 모임 장님 뛰었거든 말씀 많이 안 하셔서 어색했는데 ( 말 시키면 말 안 걸면 굳이 나서서 말 하진 않는 느낌 ) 러닝 끝나고 끝무렾 스트레칭 말 부쩍 많아졌거든 사냐 이렇게 뛰냐 음료 사주시고 집도 근처 데려다 줬음 보자는데 인사말 ,,"	0
요즘 맘 가는 누 냐 한테 화장품 선물 했어 비싼 건 아니고 그러더니 쓰겠다고 본인 씻고 민낯 인 상태 화장품 바른 사진 인증 하더라 사진 프사 똭똭 박으시던데 와우 화장품 광고 모델 인 줄	0
완전히 종류 클럽 ( 모임 ) 두 개 개설 했거든 근데 남자 분 동시 두 개 싹 신청 했음 취향 맞는 사람인 결 다른데 식장 알아보면 돼 … ♀	0
"블랙 야크 지정 대한민국 명산 100 산 중 63 개 달성 종종 가볍게 타고 싶을 서울 등산 모임 나가서 서울 관악산 같은 가볍게 타거나 사람 천천히 타면서 등산 모임 활발하게 나가고 있음 그날 어김없이 등산 하게 되었는데 원래 4 명 온다는 일이 생겨서 여지 분 둘이서 가게 되었지 성격 서글서글하고 말 통 등산 재밌게 밥 먹고 헤어졌는데 1 주 개인 톡 문자 오는 저번 등산 했던 사람 산 가겠냐고 원래 등산 방 은 오픈 프로필 가입 되어있어서 계정 땄는지는 모르겠지만 개인 톡 선독 와서 반가웠었는데 "" 죄송합니다 번 주말 헬스 가서 배랑 상체 하려고요 주는 등산 안 가요 하체 하는 날이었으면 하체 하는 김 갔을 텐데 죄송해요 "" 말았어 1~3일 지나고 생각 해보니까 뭔가 그린 라이트 였던 님들 보기 그린 라이트 설레 발친"	1
소개팅 해서 지금 애프터 만나고 연락 계속 있는데 여자 분 운동 해서 살 빼고 있다니까 살 빼지 말 래 지금 보기 좋다고 볼살 빼지 말고 유지 해달 래 본인 은 천천히 알아가는 스타일 던데 날 맘 들어 하는 겠지 쯤 고백 해야 되는	1
"회사 , 평소 키 크고 이쁜데 이미지 차가워 가까이 못 데 면 데 면 여자 동료 있었어 날 회사 직원 술자리 가졌는데 , 친구 만큼 술 좋아한단 알 급 가까워짐 이후 업무 상관없는 갠톡 잦아지다가 여름날 토요일 늦은 밤 , 아직 저녁 안 먹었다길래 맛 난 먹고 바람 쐬러 드라이브 갈까 물어보니 콜 친구 픽업 해서 오이도 조개 구이 먹으러 감 조개 보니 술 먹고 싶어졌지만 운전 술 은 먹고 난 사이다 먹겠다고 하니 한테 억지로 소주 한잔 먹임 ( 그린 라이트 라는 몰랐지 ) 한잔 두 잔 받다 보니 반 병 먹게 됐는데 먹고 나니 새벽 1시 되었어 음주운전 은 안된다며 굳이 오이도 방파제 앞 차 1시간 자고 새벽 4시 집 친절히 데려다"	1
어릴 게임 알 지내던 누나 명 있었는데 완전히 지역 이사 갔었다가 연락 끊겼었거든 날 카톡 알림 누나 생일 뜨길래 연락 해보고 싶어서 전 서로 생일 챙겨주면서 안부 인사 그렇게 지냈단 말 이여 그러고 취업 나서 나름 누나 멀지 않은 취업 했는데 ( 1시간 거리 ) 날 대화 하다가 갑자기 보러 기차 타고 온다고 하네 오랜 얼굴 보자는 겠지 아무 호감 없이 안 본 지 10년 은 넘어서 떨리긴 하네 어릴 좋아해서	0
회사 신규 직원 안내 데스크 공 무직 이야 5 살 차이 ( 30초 10 중반 ) 싹싹하니 귀엽 카톡 하는데 항상 이모티콘 보내는데 보통 은 회사 에선 이모티콘 안 쓰잖아 오늘 저녁 먹자고 해볼까 5분 남았는데	0
헷갈려서 판단 해주 라 남자 호호 웃고 이야기 있으면 화난 말투 ( 보다 직급 위 ) 꼭 대화 낌 하다가 시선 돌리면 80~90% 눈 마주침 향 민감하다고 말 이후 향수 바뀜 즐겨가는 식당 회식 하자고 건의 생각나는 건 그린 라이트 일까 맞으면 들이 댈	0
의미 좋아해 주면 안 돼 대화 자주 나누는 타부 동료 분 난 퇴근 분 은 출근 엘리베이터 앞 만났거든 오늘 주말 하실 냐 그러셔서 집 있어야죠 ~ 했더니 여자친구 있냐고 물어보시더라 지금 은 없다니까 어때요 좋아해 주면 안 돼요  당연히 좋아하죠 기분 좋다 ~ 주말 보내라 올라가셨어	1
소개팅 카톡 안 읽 씹 주말 소개팅 나름 취미 비슷하고 해서 밥 먹고 차도 마시고 이야기 헤어지고 나서 주 만나자 했더니 알았다고 해서 만나기로 했어 오늘 안 주차 톡 보냈더니 안 읽 씹 인것 같은데 첨부 터 인연 아니라고 하면 편할 주말 보기 연락 안 되는 여자 심리 뭘 30 대인데 서로 연애 해볼 만큼 했을 거고 소개팅 많이 해봤을 건데 인연 아니네요 좋은 사람 만나세요 말 하기 어려운 난 훈남 멘트 나름 익숙하고 말 해주시 분 고맙던데 형 은	0
소개팅 애프터 신청 받았고 만나기로 날 연락 안 돼서 까였구나 했어 근데 아까 연락 왔어 답장 늦어 미안하다고 금요일 보냈는데 이제 답장 분 세상 바쁨은 가지 계시 바빴다고 일이 정신 없었데 큰일 하신다고 같은 직장인 없네요 절절 뭐라고 적는데 이해 안 “ ~ 남은 주말 보내세요 ~ “ 문자 했더니 주 토요일 1시 쯤 브런치 콜 이러는 어벙벙 웃겨서 “ 바빠서요 ” 했어	0
"남자 돈 관심 많이 써줘 나도 고마워서 열심히 쓰니까 알지도 못 받아만 먹는다고 욕 하기 없기 ^^ 오래 알 지낸 친구 사이였는데 남자 쪽 한테 연락 많이 , 사소한 관심 많이 가지 , 귀찮은 일도 나서서 ( 멀리 픽업 하러 오기 , 필요한 대신 해주기 ) 밥 많이 사주고 비싼 선물 번 해주고 ( 1-30만 원 가량 ) 다정하고 따뜻한 말 자주 해주네 부르면 나오고 , 볼 땐 코스 짜오 성의 많이 보여줘 이건 무조건 이성 으로서의 호감 겠지 대놓고 나를 좋아한다고 고백 하진 않았는데 호감 맞는다면 나도 다가가 보고 싶어서 호감 아니라 친구 아끼는 라면 행동 안 하겠지"	1
있는 좋아서 헤어지기 싫다는 남사 친 썸 일까 …	1
연락 주고받고 번 만나고 나름 호감 표시 받고 대화 통 했었는데 순간 연락 느려지고 사이 인지 … 의미 없는 일상 대화 주고받은지 1 주가 넘어가네요	0
"연락 있는 썸남 맞나 썸 인 싶은데 난생 사람 은 처음 봐서 해야 할지 모르겠음 … 사람 특징 - 처음 만난 건 지지난 주 지금 3 번 만남 먼저 만나자고 항상 데리러 오거 집 근처 옴 - 만나서는 대화 되고 엄청 꼬시 , 잘해줘 만났을 땐 문제 연락 이야 - 연락 근데 연락 티키타카 그런 없고 이럴 면 연락 하지 싶음 관심 없어 보 여서 연락 끊을라고 읽 씹 했더니 읽 씹 싫어한다고 서운해함 - 난 사람 좋아서 호감 표시 엄청 했었는데 말 돌리거나 대답 안 상처 받았지만 꿋꿋 했음 근데 익숙하지 않다고 어색해 나도 안 하는 중 - 맨날 선독 대화 안 이어져 가는 같아서 끊으려고 하면 사람 질문 해서 대화 이어짐 - 난 돈가스 별로 안 좋아하지만 싫어하지 않음 근데 사람 은 돈가스 좋아하니까 돈가스 먹으러 가자 ~ 했더니 계속 ~ ~ 계속 거절 하길래 이제 안 물어볼 삐진 티 냈더니 돈가스 싫어하는 같아 서라고 뭘 사람 번은 술 먹는데 그렇게 표현 하는데 밀어내냐고 어장 관리 냐 물었는데 당황 아니라고 신중한 스타일 이라고 오래 봐야 한다는데 안달 복 달하는 같아 근데 사람 짜증 어떡해"	0
친구 이라도 호감 있을까 자주 가는 카페 직원 분 하도 자주 가서 인사 나누고 근 근 이야기 나누는 한테 되게 감사한 분 이야 사람 때문 죽고 싶을 만큼 힘들 존재 자체 대하 태도 인품 위로 해주신 분 감사해서 솔직하게 남기고 그랬음 요새 종종 힐긋힐긋 보시 티나 뭐랄까 자꾸 말 걸고 싶어 하는데 방해 될까 참는 같기도 하구 갔는데 직원 친구 한테 나왔다고 이야기 해주는 들었고 오늘 직원 분 수다 떠는데 옆 엿듣 고개 끄덕 끄덕 거리 데 귀여워 죽 뻔했어 난 친해지고 싶은데 얼굴 뚝딱 돼서 속 말 하는 중 마음 은 하면 친해질 수 있냐고 묻고 싶다	1
"핸드폰 사러 갔는데 판매 직원 … 그린 라이트 오늘 폰 샀는데 매우 친절하고 상냥한 여직원 분 한테 산 건데 계약 끝나고 나가는데 배웅 나와주면서 고맙다고 , 서비스 10 점 달라 그런 말 하다가 이제 주말 하세요 이러는 쉬 했더니 좋겠다 주말 나도 쉬 싶다 말 하는 그러려니 인사 나왔는데 여직원 한테 관심 잇는 뜬금없이 주말 하냐 묻지 , 내일 오려고요 볼걸 그랬나 내일 다시 가서 데이트 신청 해볼까"	0
알 지낸 지 1-1년 남사 인스타 사진 가끔 조 녜  식 댓글 다는데 관심 호감 있어서 하는 행동 이야 자체 누나 있어서 그런지 여자 친구 많고 다정한 스탈	0
"가는지 궁금해하고 , 프사 바꾸면 알아보고 예쁘다고 해주는 물어보는"	1
"사적 산책 했고 밥 사준다 운동복 사준다고 약속 남자 , 썸 맞을까요"	0
탕 비실 커피 머신 타고 있는데 여자 직원 베지밀 드실래요 단백질 챙기셔야죠 해서 고맙다고 받음 다짜고짜 벌어진 대화 커피 한잔 할래요	0
취미 생활 하는 사람 님 있으면 가요 라는 소리 들었어 남자 쪽 은 여자 7 살 차이 개인 적 카톡 많이 하는데 나이 차가 나서 호감 올리고 들어가 볼까 싶기도 인사 치레 겠지	0
오늘 점심시간 잔다고 밥 안 먹었거든 퇴근 지하철역 갈 점심 먹었냐고 하니까 오지 지리 맛있는 낙지 덮 밥 먹었대 알려 달라 하니까 안 알려주겠다면서 담 주 가자는 그린 라이트 여대 라 이야	0
"썸 인 듯 썸 아닌 듯 극 초반 단계 인 같은데 … 느낌 강사 님 은 마음 있는 눈치 챈 같은데 다가가면 활짝 웃으시긴 눈길 마주치면 웃고 그렇거든요 근데 한테 호감 보이는 같고 추파 더니 지는 회원 중 인 같고 한테 빠진 관심 아닌 같아서 , 물속 몸매 보다 보니 자체 보다도 신체 호감 먼저 가진 건 아닐까 상상 나래 펼치고 그러고 있어요 아직 마음 확신 안 서서 관심 없는 어색하게 눈길 피하 있거든 "	0
"어제 카톡 으로만 계속 얘기 하다가 엄청 오랜 처음 단둘 만나서 술 먹었어요 그것 약속 끝나고 집 가기 아쉽다니까 만나자고 해서 갑자기 잡힌 술자리 였어요 어제 패션 반지 사서 줄까 이랬는데 친구 계속 끼 다닐게 이러면서 똑같은 반지 끼 있고 , 오늘 만나기로 했는데 확정 아니라서 카톡 “ 점심시간 넘어야 확정 인지 아닌지 알 수 있다고 했지 ” 이러니까 맞는다고 그러고 친구 “ 이따가 연락 할게 ” 이래서 알겠어 ?? 보냈더니 읽고 답 없고 대화 이어가질 않아요 … 친구 춥다 옷 따뜻하게 입고 가라 밥 은 먹었냐 이렇게 항상 챙겨주긴 했거든요"	0
새벽 전화해서 수다 떠는 호감 표시 먼저 연락 오고 먼저 전화 오고 영화 보러 가자 흘리는 썸 시작	1
소개팅 분 있는데 한테 호감 있는 건지 애매 연락 길어 답 하는 아니라 대화 어가 질문 일상 먹는 사진 보여주고 현재 애프터 친구 원래 연락 안된다는데 몰입 같지만 연락 이면 호감 없는 건 아닐까	1
남자 얘기 하다가 찰싹 하는 암 묵적 호감 인 인기 있는 남자 한테 하는 침벌 백예린 영상 댓글 있길래 난 세게 때려서 미안해지는 상황 들이었던 기억 하는데	0
헬스장 같은 시간대 자주 마주치던 여자 분 갑자기 운동 할 생각 없냐고 묻는 건 뭘 원래 운동 하는 사람 은 그렇게 보조 하는 은 그린 라이트 같은 설렜는데 헬렌 다이어트 하려는 아저씨 한테 객관 화 나니 신종 사기 수법 사이비 종교 운동 노예 쓰기 좋은 호구 보였나 무섭습니다 선배 님	0
소개팅 애프터 까였는데 주 만에 다시 연락 와서 다시 한번 만나 보자는 식 이야기 하는데 생각 못 하던 일이 라 당황 쓰 ; 이야기 하는 내내 그린 라이트 못 받았거든 애프터 까이고 머신	0
"두 번째 만남 11시간 있었는데 호감 일까 30 대 여자 어플 알 남자 분 1 주 전 처음 뵀는데 처음 대화 통한 다는 느낌 은 받았었어 사실 성적 알려고 만남 은 아니었고 , 동네 어플 동네 산책 겸 영어 에도 관심 있어서 서로 달 간 간간이 연락 하다가 만난 였거든 분 은 한국 분 11 살 외국 학교 다녔고 외국 하시고 계시 , 부모님 형제 분 은 한국 있어 처음 본 일이 생겨서 못 보다가 오늘 오전 10시 밤 10시 11시간 봤어 술 안 마셨고 근교 바닷가 쪽 산책 밥 먹고 축제 구경 , 카페 얘기 하다가 헤어졌거든 근데 헤어지기 아쉬워서 여운 남더라 집 와서도 여운 가시질 않더라고 근데 한국 은 가족 보러 온 라서 11월 다시 외국 가실 분 이야 처음 동네 알 지내자는 마음 이었는데 상처 받기 싫어서 사람 대 사람 보자라고 지금 다짐 은 하는데 만나게 되면 마음 끌릴 같은데 어쩌지 사실 마음 없으면 1시간 있는 불편해 그동안 나왔던 남자 이랑은 적 번 없어서 신기하기도 분 은 기본 적 매너 있으시고 , 사람 자체 선한 느낌 호감 갔어 운동 꾸준히 하시고 , 유머러스하시고 , 말 하시고 , 말 기억 해주시 관심 가져주시고 대화 통 하루 종일 웃은 같아 서로 별거 아닌 에도 웃기 진지할 진지한 얘기 비자 문제 생겨서 어릴 학업 매달려만 있으셨다 하더라 어쩌면 좋지 내일 보자 사는데 괜찮을까 모르겠어"	0
오늘 만나고 헤어졌는데 1 차 가서 술 마셨더니 내일 결혼식장 가는 가지 말 래 거기 눈 맞는 경우 종종 있다고 가지 말라는데 그린 라이트	1
교육 듣고 끝나고 퇴근 하는데 퇴근 약속 있냐고 묻는 그린 라이트 묻냐고 했더니 물어봤다고 에게도 봄날	0
썸 타는 오빠 연락 있고 세 번 만났는데요 오빠 며칠 전 비 오는 날 나가는 싫어하는 줄 알 목요일 비 안 오면 만날까 식 근데 어제 저녁 내일 비 오려나 이러다가 비 와도 나갈 수 있다고 용이 괜찮아 식 해서 괜찮다 했거든요 근데 지금 비 오는데 오빠 비 온다고 막히는데 서로 눈치 보는 … 먼저 누가 말 재는 같아요 ?? 이럴 해야 하나요	1
지금 분 썸 인 같은데요 어제 만나서 산책 했는데 분 걷다가 손잡아도 되냐고 물어보더라고요 근데 귀 기도 전 손 생각 들어서 아니요 대답	1
